it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	
78000	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	0.20036179460576989	1.1350043266944752	1.1350043266944752	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.13857545272636432	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	0.16160610410048154	-0.93464253208870529	-0.93464253208870529	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.061786341879405571	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348	0.038755690505288348
79000	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	0.24307242968670509	1.0800644511658761	1.0800644511658761	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.12572275761902427	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	0.1844744123298159	-0.83699202147917107	-0.83699202147917107	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.11734967206768082	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187	0.058598017356889187
80000	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	0.20896065638207964	1.1223392748769772	1.1223392748769772	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.14823227449689561	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	0.21620522246269055	-0.91337861849489754	-0.91337861849489754	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	0.060728381885184035	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147	-0.0072445660806109147
81000	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	0.23736499215432127	1.4720241522919133	1.4720241522919133	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.15281795474090978	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	0.22296182463118144	-1.234659160137592	-1.234659160137592	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.084547037413411491	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832	0.014403167523139832
82000	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.22069334033894028	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	0.25426574441170385	1.5115032169493228	1.5115032169493228	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.14758416173214389	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	0.1892673843177998	-1.2908098766103824	-1.2908098766103824	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.073109178606796388	0.10668158267955996	0.10668158267955996	0.10668158267955996	0.10668158267955996	0.10668158267955996	0.10668158267955996	0.10668158267955996	0.10668158267955996	0.10668158267955996	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056	0.064998360093904056
83000	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	0.24269266539032502	1.1938561783903825	1.1938561783903825	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.15236259800663465	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	0.22298123954468474	-0.95116351300005753	-0.95116351300005753	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.090330067383690371	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285	0.019711425845640285
84000	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	0.21616821111848311	1.2156057160104172	1.2156057160104172	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.16322932621181571	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	0.22509130792876481	-0.99943750489193417	-0.99943750489193417	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	0.052938884906667399	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943	-0.0089230968102816943
85000	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	0.20208382048894732	1.2321128171108771	1.2321128171108771	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.16380517596183561	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	0.27957599441832504	-1.0300289966219298	-1.0300289966219298	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	0.038278644527111716	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711	-0.077492173929377711
86000	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	0.23172581646238921	1.3206641462848852	1.3206641462848852	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.13272999406048636	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	0.30665360218130261	-1.0889383298224959	-1.0889383298224959	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	0.098995822401902855	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398	-0.074927785718913398
87000	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.21900429514501524	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	0.24365856831623006	1.0345742142935439	1.0345742142935439	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.15804789331811034	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	0.21378985969375819	-0.81556991914852861	-0.81556991914852861	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.060956401826904899	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.085610674998119723	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873	0.029868708622471873
