"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"441374","occ","","","43212","Beremendia","genus","40456","Villanyian","","3.2","2.588","11420"
"442191","occ","","","43390","Sorex","genus","40486","Villanyian","","3.2","2.588","11420"
"442192","occ","","","43390","Beremendia","genus","40456","Villanyian","","3.2","2.588","11420"
"442193","occ","","","43390","Soricidae","family","40443","Villanyian","","3.2","2.588","11420"
"442280","occ","","","41813","Crocidosorex","genus","40462","Burdigalian","","20.44","15.97","11443"
"442579","occ","","","43619","Sorex araneus","species","104184","Late Pleistocene","","0.126","0.0117","11457"
"442580","occ","","","43619","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","11457"
"442649","occ","","","43629","Sorex minutus","species","115169","Late Pleistocene","","0.126","0.0117","11457"
"442650","occ","","","43629","Sorex araneus","species","104184","Late Pleistocene","","0.126","0.0117","11457"
"442651","occ","","","43629","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","11457"
"442692","occ","","","43631","Sorex minutus","species","115169","Late Pleistocene","","0.126","0.0117","11457"
"442693","occ","","","43631","Sorex araneus","species","104184","Late Pleistocene","","0.126","0.0117","11457"
"442694","occ","","","43631","Neomys fodiens","species","231841","Late Pleistocene","","0.126","0.0117","11457"
"442695","occ","","","43631","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","11457"
"442849","occ","11403","","43642","Episoriculus","genus","40468","Middle Pleistocene","","0.781","0.126","11465"
"442850","occ","","","43642","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","11465"
"442851","occ","","","43642","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","11465"
"442852","occ","","","43642","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"442853","occ","","","43642","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11465"
"442886","occ","13118","","43644","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","13182"
"442887","occ","13119","","43644","Sorex praearaneus","species","115168","Early Pleistocene","","2.588","0.781","13182"
"442888","occ","13120","","43644","Sorex bor","species","110662","Early Pleistocene","","2.588","0.781","13182"
"442889","occ","","","43644","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","11465"
"442890","occ","13122","","43644","Asoriculus","genus","56148","Early Pleistocene","","2.588","0.781","13182"
"442891","occ","13123","","43644","Neomys","genus","40474","Early Pleistocene","","2.588","0.781","13182"
"442892","occ","13124","","43644","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","13182"
"442893","occ","","","43644","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","11465"
"442894","occ","13125","","43644","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","13182"
"442915","occ","","","43645","Petenyia","genus","40482","Middle Pleistocene","","0.781","0.126","11465"
"442916","occ","","","43645","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","11465"
"442917","occ","11415","","43645","Episoriculus","genus","40468","Middle Pleistocene","","0.781","0.126","11465"
"442918","occ","","","43645","Crocidura russula","species","233992","Middle Pleistocene","","0.781","0.126","11465"
"443137","occ","","","43649","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11465"
"443187","occ","","","43651","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","11465"
"443205","occ","","","43653","Petenyia","genus","40482","Middle Pleistocene","","0.781","0.126","11465"
"443206","occ","","","43653","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","11465"
"443207","occ","","","43653","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","11465"
"443208","occ","","","43653","Crocidura russula","species","233992","Middle Pleistocene","","0.781","0.126","11465"
"443209","occ","","","43653","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11465"
"443269","occ","11449","","43655","Episoriculus","genus","40468","Middle Pleistocene","","0.781","0.126","11465"
"443270","occ","","","43655","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","11465"
"443271","occ","","","43655","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","11465"
"443272","occ","","","43655","Crocidura russula","species","233992","Middle Pleistocene","","0.781","0.126","11465"
"443273","occ","","","43655","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11465"
"443274","occ","","","43655","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11465"
"443302","occ","","","43656","Sorex","genus","40486","Pleistocene","","2.588","0.0117","11465"
"443359","occ","","","43658","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","11465"
"443360","occ","","","43658","Sorex","genus","40486","Pleistocene","","2.588","0.0117","11465"
"443424","occ","","","43665","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","11465"
"443438","occ","11472","","43666","Episoriculus","genus","40468","Middle Pleistocene","","0.781","0.126","11465"
"443455","occ","","","43667","Crocidura","genus","40463","Holocene","","0.0117","0","11465"
"443602","occ","","","43691","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","11465"
"443603","occ","","","43691","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","11465"
"443604","occ","","","43691","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"443605","occ","","","43691","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","11465"
"443614","occ","","","43692","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","11465"
"443615","occ","","","43692","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","11465"
"443621","occ","","","43693","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","11465"
"443622","occ","","","43693","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","11465"
"443623","occ","","","43693","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"443629","occ","","","43694","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"443637","occ","11503","","43695","Episoriculus","genus","40468","Middle Pleistocene","","0.781","0.126","11465"
"443638","occ","","","43695","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","11465"
"443649","occ","","","43696","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","11465"
"443650","occ","","","43696","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","11465"
"443661","occ","","","43697","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"443662","occ","","","43697","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11465"
"443697","occ","","","43700","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"443698","occ","","","43700","Crocidura russula","species","233992","Middle Pleistocene","","0.781","0.126","11465"
"443707","occ","","","43701","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11465"
"443750","occ","","","43704","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"443782","occ","11521","","43705","Episoriculus","genus","40468","Middle Pleistocene","","0.781","0.126","11465"
"443783","occ","","","43705","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","11465"
"443784","occ","","","43705","Crocidura russula","species","233992","Middle Pleistocene","","0.781","0.126","11465"
"450308","occ","","","44219","Blarinella","genus","40458","Turolian","","8.7","5.333","11436"
"450309","occ","","","44219","Soricinae","subfamily","53430","Turolian","","8.7","5.333","11436"
"450310","occ","20191","","44219","Anourosorex oblongus","species","115141","Turolian","","8.7","5.333","26248"
"451881","occ","","","44220","Blarinella","genus","40458","Turolian","","8.7","5.333","11436"
"451882","occ","20196","","44220","Anourosorex oblongus","species","115141","Turolian","","8.7","5.333","26248"
"451916","occ","20203","","44222","Anourosorex oblongus","species","115141","Turolian","","8.7","5.333","26248"
"451928","occ","20207","","44223","Soricinae","subfamily","53430","Turolian","","8.7","5.333","26248"
"451929","occ","","","44223","Blarinella","genus","40458","Turolian","","8.7","5.333","11436"
"451930","occ","20208","","44223","Sorex","genus","40486","Turolian","","8.7","5.333","26248"
"451931","occ","20209","","44223","Anourosorex oblongus","species","115141","Turolian","","8.7","5.333","26248"
"451959","occ","20214","","44224","Soricinae","subfamily","53430","Turolian","","8.7","5.333","26248"
"451960","occ","","","44224","Blarinella","genus","40458","Turolian","","8.7","5.333","11436"
"451961","occ","20215","","44224","Sorex","genus","40486","Turolian","","8.7","5.333","26248"
"451962","occ","20216","","44224","Anourosorex oblongus","species","115141","Turolian","","8.7","5.333","26248"
"462117","occ","","","45597","Soricidae","family","40443","MN 5","","15.97","13.65","11994"
"462143","occ","","","44977","Soricidae","family","40443","MN 5","","15.97","13.65","11994"
"462211","occ","","","45603","Sorex","genus","40486","MN 6","","13.65","12.75","11994"
"462275","occ","","","45610","Miosorex","genus","53427","MN 6","","13.65","12.75","11994"
"462314","occ","","","45612","Soricinae","subfamily","53430","Langhian","","15.97","13.82","11994"
"466286","occ","","","46284","Soricidae","family","40443","MN 4","","16.9","15.97","12335"
"466330","occ","","","46286","Miosorex","genus","53427","MN 5","","15.97","13.65","12335"
"466331","occ","","","46286","Soricidae","family","40443","MN 5","","15.97","13.65","12335"
"466351","occ","","","46287","Soricidae","family","40443","MN 6","","13.65","12.75","12335"
"466364","occ","","","46288","Miosorex","genus","53427","MN 7 + 8","","12.75","11.1","12335"
"466365","occ","","","46288","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","12335"
"466424","occ","","","46225","Soricidae","family","40443","MN 5","","15.97","13.65","12335"
"466443","occ","","","46227","Soricidae","family","40443","MN 5","","15.97","13.65","12335"
"466457","occ","","","46228","Miosorex","genus","53427","MN 5","","15.97","13.65","12335"
"466458","occ","","","46228","Soricidae","family","40443","MN 5","","15.97","13.65","12335"
"466495","occ","","","46234","Miosorex","genus","53427","MN 5","","15.97","13.65","12335"
"466532","occ","","","46242","Soricidae","family","40443","MN 6","","13.65","12.75","12335"
"466559","occ","","","46259","Soricidae","family","40443","MN 6","MN 7 + 8","13.65","11.1","12335"
"466571","occ","","","46262","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","12335"
"466578","occ","","","46264","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","12335"
"466584","occ","","","46265","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","12335"
"466620","occ","","","46271","Miosorex","genus","53427","MN 5","","15.97","13.65","12335"
"466633","occ","","","46273","Soricidae","family","40443","MN 6","","13.65","12.75","12335"
"466649","occ","","","46274","Soricidae","family","40443","MN 6","MN 7 + 8","13.65","11.1","12335"
"466725","occ","","","46281","Soricidae","family","40443","MN 3","","20","16.9","12335"
"472504","occ","","","46955","Soricidae","family","40443","MN 5","","15.97","13.65","12472"
"475292","occ","","","40031","Miosorex","genus","53427","Burdigalian","","20.44","15.97","10124"
"487366","occ","","","48889","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13054"
"487367","occ","","","48889","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","13054"
"487381","occ","","","48891","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13054"
"487382","occ","","","48891","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","13054"
"488139","occ","","","49054","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","13054"
"488140","occ","","","49054","Sorex","genus","40486","Pleistocene","","2.588","0.0117","13054"
"488457","occ","","","49084","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","13054"
"488458","occ","","","49084","Drepanosorex","genus","253423","Pleistocene","","2.588","0.0117","13054"
"488459","occ","","","49084","Sorex runtonensis","species","54109","Pleistocene","","2.588","0.0117","13054"
"489685","occ","","","49336","Blarinoides","genus","40459","Villanyian","","3.2","2.588","13151"
"489804","occ","","","49359","Episoriculus gibberodon","species","54307","MN 16","","3.2","2.588","13151"
"489808","occ","","","49360","Blarinoides mariae","species","94099","MN 16","","3.2","2.588","13151"
"489809","occ","12577","","49360","Deinsdorfia","genus","55020","MN 16","","3.2","2.588","13182"
"489810","occ","12578","","49360","Asoriculus","genus","56148","MN 16","","3.2","2.588","13182"
"489811","occ","","","49360","Petenyia hungarica","species","54110","MN 16","","3.2","2.588","13151"
"489812","occ","","","49360","Beremendia","genus","40456","MN 16","","3.2","2.588","13151"
"489813","occ","12579","","49360","Sorex","genus","40486","MN 16","","3.2","2.588","13182"
"490024","occ","","","49421","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","13210"
"493127","occ","","","49812","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","13377"
"493128","occ","","","49812","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","13377"
"493182","occ","","","49816","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","13380"
"493183","occ","","","49816","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","13380"
"493184","occ","","","49816","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","13380"
"493185","occ","","","49816","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13380"
"493186","occ","","","49816","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","13380"
"494625","occ","","","49993","Sorex minutus","species","115169","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494626","occ","","","49993","Beremendia","genus","40456","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494645","occ","","","49995","Sorex minutus","species","115169","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494646","occ","","","49995","Sorex","genus","40486","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494658","occ","","","49997","Sorex minutus","species","115169","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494659","occ","","","49997","Sorex","genus","40486","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494660","occ","","","49997","Beremendia","genus","40456","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494676","occ","","","49999","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","13430"
"494677","occ","","","49999","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","13430"
"494678","occ","","","49999","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","13430"
"494679","occ","","","49999","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13430"
"495558","occ","","","34981","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","13427"
"495559","occ","","","34981","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13427"
"495560","occ","","","34981","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13427"
"495735","occ","","","50049","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13430"
"495736","occ","","","50049","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13430"
"496992","occ","","","50196","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"496993","occ","","","50196","Asoriculus","genus","56148","Middle Pleistocene","","0.781","0.126","9643"
"496994","occ","","","50196","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497046","occ","","","34400","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9643"
"497047","occ","","","34400","Asoriculus","genus","56148","Pleistocene","","2.588","0.0117","9643"
"497048","occ","","","34400","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9643"
"497140","occ","","","50200","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497141","occ","","","50200","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9643"
"497142","occ","","","50200","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9643"
"497143","occ","","","50200","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497144","occ","","","50200","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497440","occ","","","50242","Sorex minutus","species","115169","Pleistocene","","2.588","0.0117","9643"
"497441","occ","","","50242","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9643"
"497442","occ","","","50242","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9643"
"497461","occ","","","50243","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497462","occ","","","50243","Sorex praealpinus","species","115171","Middle Pleistocene","","0.781","0.126","9643"
"497485","occ","","","50249","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9643"
"497486","occ","","","50249","Sorex praealpinus","species","115171","Middle Pleistocene","","0.781","0.126","9643"
"497487","occ","","","50249","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497488","occ","","","50249","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497616","occ","","","50258","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497617","occ","","","50258","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497618","occ","","","50258","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497619","occ","","","50258","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9643"
"497620","occ","","","50258","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","9643"
"497669","occ","","","50259","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497670","occ","","","50259","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9643"
"497703","occ","","","50260","Soricidae","family","40443","Middle Pleistocene","","0.781","0.126","9643"
"497704","occ","","","50260","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9643"
"497705","occ","","","50260","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"497706","occ","","","50260","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"499983","occ","","","50764","Soricinae","subfamily","53430","Pliocene","Pleistocene","5.333","0.0117","13151"
"501449","occ","","","50895","Sorex bor","species","110662","Villanyian","","3.2","2.588","13182"
"501450","occ","","","50895","Sorex praearaneus","species","115168","Villanyian","","3.2","2.588","13182"
"501451","occ","","","50895","Petenyia hungarica","species","54110","Villanyian","","3.2","2.588","13182"
"501452","occ","","","50895","Beremendia","genus","40456","Villanyian","","3.2","2.588","13182"
"501453","occ","","","50895","Asoriculus","genus","56148","Villanyian","","3.2","2.588","13182"
"507173","occ","","","51478","Nesiotites","genus","40475","Pliocene","Pleistocene","5.333","0.0117","13691"
"507203","occ","","","51482","Nesiotites","genus","40475","Early Pleistocene","Middle Pleistocene","2.588","0.126","13691"
"507229","occ","","","51483","Nesiotites","genus","40475","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507496","occ","","","51502","Nesiotites","genus","40475","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507501","occ","","","51504","Nesiotites","genus","40475","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507538","occ","","","51505","Nesiotites","genus","40475","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507901","occ","","","51550","Nesiotites","genus","40475","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507905","occ","","","51551","Nesiotites","genus","40475","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507946","occ","","","51552","Nesiotites","genus","40475","Late Pleistocene","","0.126","0.0117","13691"
"507971","occ","","","51553","Nesiotites","genus","40475","Late Pleistocene","","0.126","0.0117","13691"
"508520","occ","","","51625","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","13737"
"508521","occ","","","51625","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","13737"
"508522","occ","","","51625","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","13737"
"508641","occ","","","51625","Asoriculus","genus","56148","Early Pleistocene","","2.588","0.781","13737"
"508642","occ","","","51625","Sorex bor","species","110662","Early Pleistocene","","2.588","0.781","13737"
"508643","occ","","","51625","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","13737"
"508644","occ","","","51625","Sorex praealpinus","species","115171","Early Pleistocene","","2.588","0.781","13737"
"508645","occ","","","51625","Sorex praearaneus","species","115168","Early Pleistocene","","2.588","0.781","13737"
"508646","occ","","","51625","Soricidae","family","40443","Early Pleistocene","","2.588","0.781","13737"
"508647","occ","","","51625","Soricidae","family","40443","Early Pleistocene","","2.588","0.781","13737"
"510979","occ","13211","","51778","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","13182"
"510980","occ","13212","","51778","Sorex bor","species","110662","Early Pleistocene","","2.588","0.781","13182"
"521824","occ","","","46277","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","14472"
"521889","occ","","","53571","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","14472"
"592859","occ","","","26574","Soricidae","family","40443","Late Hemphillian","Blancan","10.3","1.8","18109"
"598348","occ","","","63428","Cryptotis parva","species","51658","Holocene","","0.0117","0","18245"
"598363","occ","","","63429","Blarina brevicauda","species","51632","Late Pleistocene","Holocene","0.126","0","18245"
"599262","occ","","","63564","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599263","occ","","","63567","Sorex","genus","40486","Late Pleistocene","Holocene","0.126","0","18288"
"599264","occ","","","63567","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599284","occ","","","63566","Sorex","genus","40486","Late Pleistocene","Holocene","0.126","0","18288"
"599285","occ","","","63566","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599286","occ","","","63566","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599287","occ","","","63566","Cryptotis parva","species","51658","Late Pleistocene","Holocene","0.126","0","18288"
"599310","occ","","","63564","Cryptotis parva","species","51658","Late Pleistocene","Holocene","0.126","0","18288"
"599321","occ","","","63565","Blarina brevicauda","species","51632","Late Pleistocene","Holocene","0.126","0","18288"
"599322","occ","","","63565","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599323","occ","","","63565","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599324","occ","","","63565","Cryptotis parva","species","51658","Late Pleistocene","Holocene","0.126","0","18288"
"599350","occ","","","63568","Sorex","genus","40486","Late Pleistocene","Holocene","0.126","0","18288"
"599351","occ","","","63568","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599352","occ","","","63568","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599368","occ","","","63569","Blarina brevicauda","species","51632","Late Pleistocene","Holocene","0.126","0","18288"
"599369","occ","","","63569","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599388","occ","","","63570","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599389","occ","","","63570","Cryptotis parva","species","51658","Late Pleistocene","Holocene","0.126","0","18288"
"599417","occ","","","63571","Sorex","genus","40486","Late Pleistocene","Holocene","0.126","0","18288"
"599418","occ","","","63571","Blarina","genus","40457","Late Pleistocene","Holocene","0.126","0","18288"
"599838","occ","","","63724","Notiosorex crawfordi","species","51636","Holocene","","0.0117","0","18307"
"608445","occ","","","20636","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","18730"
"622789","occ","","","66946","Crusafontina endemica","species","92721","MN 10","","9.7","8.7","19062"
"622790","occ","","","66945","Crusafontina endemica","species","92721","MN 10","","9.7","8.7","19062"
"622791","occ","","","66944","Crusafontina endemica","species","92721","MN 10","","9.7","8.7","19062"
"622792","occ","","","66943","Crusafontina endemica","species","92721","MN 9","","11.1","9.7","19062"
"622793","occ","","","66942","Crusafontina endemica","species","92721","MN 9","","11.1","9.7","19062"
"622794","occ","","","66933","Crusafontina","genus","53428","MN 9","","11.1","9.7","19062"
"622795","occ","","","66946","Petenyia dubia","species","91060","MN 10","","9.7","8.7","19062"
"622796","occ","","","66945","Petenyia dubia","species","91060","MN 10","","9.7","8.7","19062"
"622797","occ","","","66943","Petenyia dubia","species","91060","MN 9","","11.1","9.7","19062"
"622878","occ","","","66946","Paenelimnoecus repenningi","species","91115","MN 10","","9.7","8.7","19062"
"622879","occ","","","66945","Paenelimnoecus repenningi","species","91115","MN 10","","9.7","8.7","19062"
"622880","occ","","","66943","Paenelimnoecus repenningi","species","91115","MN 9","","11.1","9.7","19062"
"623123","occ","","","66946","Soricinae","subfamily","53430","MN 10","","9.7","8.7","19062"
"623124","occ","","","66945","Soricinae","subfamily","53430","MN 10","","9.7","8.7","19062"
"623125","occ","","","66943","Soricinae","subfamily","53430","MN 9","","11.1","9.7","19062"
"623126","occ","","","66942","Soricinae","subfamily","53430","MN 9","","11.1","9.7","19062"
"623882","occ","","","20495","Soricidae","family","40443","Rancholabrean","","0.3","0.012","19165"
"630406","occ","","","67162","Miosorex grivensis","species","56995","MN 7 + 8","","12.75","11.1","19408"
"630418","occ","","","67164","Miosorex grivensis","species","56995","MN 7 + 8","","12.75","11.1","19408"
"630932","occ","","","67161","Petenyia dubia","species","91060","MN 7 + 8","","12.75","11.1","19408"
"630933","occ","","","67162","Petenyia dubia","species","91060","MN 7 + 8","","12.75","11.1","19408"
"630934","occ","","","67163","Petenyia dubia","species","91060","MN 7 + 8","","12.75","11.1","19408"
"630935","occ","","","67164","Alloblarinella europaea","species","110668","MN 7 + 8","","12.75","11.1","19408"
"630936","occ","","","67161","Paenesorex bicuspis","species","90706","MN 7 + 8","","12.75","11.1","19408"
"630937","occ","","","67162","Paenesorex bicuspis","species","90706","MN 7 + 8","","12.75","11.1","19408"
"630938","occ","","","67163","Paenesorex bicuspis","species","90706","MN 7 + 8","","12.75","11.1","19408"
"630939","occ","","","67165","Paenesorex bicuspis","species","90706","MN 7 + 8","","12.75","11.1","19408"
"630940","occ","","","67166","Paenesorex bicuspis","species","90706","MN 7 + 8","","12.75","11.1","19408"
"630941","occ","","","67163","Paenesorex bicuspis","species","90706","MN 7 + 8","","12.75","11.1","19408"
"630942","occ","","","67164","Deinsdorfia","genus","55020","MN 7 + 8","","12.75","11.1","19408"
"630943","occ","","","67161","Paenelimnoecus crouzeli","species","109087","MN 7 + 8","","12.75","11.1","19408"
"630944","occ","","","67162","Paenelimnoecus crouzeli","species","109087","MN 7 + 8","","12.75","11.1","19408"
"630945","occ","","","67163","Paenelimnoecus crouzeli","species","109087","MN 7 + 8","","12.75","11.1","19408"
"630946","occ","","","67164","Paenelimnoecus crouzeli","species","109087","MN 7 + 8","","12.75","11.1","19408"
"632232","occ","","","37789","Paenelimnoecus repenningi","species","91115","MN 11","","8.7","7.75","19444"
"632233","occ","","","37789","Crusafontina kormosi","species","91210","MN 11","","8.7","7.75","19444"
"632245","occ","18777","","37789","Neomyini","tribe","54306","MN 11","","8.7","7.75","19465"
"632354","occ","","","68046","Episoriculus gibberodon","species","54307","MN 13","","7.246","4.9","19506"
"632355","occ","","","68046","Blarinella","genus","40458","MN 13","","7.246","4.9","19506"
"633181","occ","","","68157","Soricidae","family","40443","MP 30","","28.4","23.03","19585"
"635160","occ","","","68336","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","19669"
"635177","occ","","","68339","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","19671"
"635178","occ","","","68339","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","19671"
"635179","occ","","","68339","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","19671"
"635180","occ","","","68339","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","19671"
"635181","occ","","","68339","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","19671"
"635182","occ","","","68339","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","19671"
"635183","occ","","","68339","Suncus","genus","40490","Early Pleistocene","","2.588","0.781","19671"
"635197","occ","","","68340","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","19671"
"635198","occ","","","68342","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","19671"
"635199","occ","","","68340","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","19671"
"635200","occ","","","68341","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","19671"
"635201","occ","","","68342","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","19671"
