"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"709035","occ","","","68591","n. gen. Cokia n. sp. kowalskae","species","110705","","Cokia kowalskae","","species","110705","Late Miocene","","11.608","5.333","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Cokia","","","","","114.000000","40.000000","Ertemte 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","112.49","39.31","604","CN","","","","","","","","","","","","","Considered a time equivalent of the European MN 13 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709036","occ","","","68591","Paranourosorex inexspectatus","species","110730","","Paranourosorex inexspectatus","","species","110729","Late Miocene","","11.608","5.333","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Paranourosorex","","","","","114.000000","40.000000","Ertemte 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","112.49","39.31","604","CN","","","","","","","","","","","","","Considered a time equivalent of the European MN 13 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709037","occ","","","68591","Paenelimnoecus n. sp. obtusus","species","109088","","Paenelimnoecus obtusus","","species","109088","Late Miocene","","11.608","5.333","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Paenelimnoecus","","","","","114.000000","40.000000","Ertemte 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","112.49","39.31","604","CN","","","","","","","","","","","","","Considered a time equivalent of the European MN 13 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709038","occ","","","68592","Sorex minutoides","species","109069","","Sorex minutoides","","species","109069","Early Pliocene","","5.333","3.6","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Sorex","","","","","114.000000","40.000000","Harr Obo 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","113.23","39.65","604","CN","","","","","","","","","","","","","Considered a time equivalent to the European MN 14 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709039","occ","","","68592","Sorex ertemteensis","species","109070","","Sorex ertemteensis","","species","109070","Early Pliocene","","5.333","3.6","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Sorex","","","","","114.000000","40.000000","Harr Obo 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","113.23","39.65","604","CN","","","","","","","","","","","","","Considered a time equivalent to the European MN 14 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709040","occ","","","68592","Sorex pseudoalpinus","species","109071","","Sorex pseudoalpinus","","species","109071","Early Pliocene","","5.333","3.6","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Sorex","","","","","114.000000","40.000000","Harr Obo 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","113.23","39.65","604","CN","","","","","","","","","","","","","Considered a time equivalent to the European MN 14 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709041","occ","","","68592","Zelceina kormosi","species","110665","","Zelceina kormosi","","species","110664","Early Pliocene","","5.333","3.6","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Zelceina","","","","","114.000000","40.000000","Harr Obo 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","113.23","39.65","604","CN","","","","","","","","","","","","","Considered a time equivalent to the European MN 14 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709042","occ","","","68592","Paenepetenyia zhudingi","species","110701","","Paenepetenyia zhudingi","","species","110701","Early Pliocene","","5.333","3.6","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Paenepetenyia","","","","","114.000000","40.000000","Harr Obo 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","113.23","39.65","604","CN","","","","","","","","","","","","","Considered a time equivalent to the European MN 14 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709043","occ","","","68592","Cokia kowalskae","species","110705","","Cokia kowalskae","","species","110705","Early Pliocene","","5.333","3.6","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Cokia","","","","","114.000000","40.000000","Harr Obo 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","113.23","39.65","604","CN","","","","","","","","","","","","","Considered a time equivalent to the European MN 14 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709044","occ","","","68592","Paranourosorex inexspectatus","species","110730","","Paranourosorex inexspectatus","","species","110729","Early Pliocene","","5.333","3.6","Storch","1995","25659","Chordata","Mammalia","","Soricidae","Paranourosorex","","","","","114.000000","40.000000","Harr Obo 2","","","CN","Nei Mongol","Huade","estimated from map","degrees","","","gp_mid","113.23","39.65","604","CN","","","","","","","","","","","","","Considered a time equivalent to the European MN 14 faunas","","","","","","","","","","","","lacustrine indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","IVPP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709919","occ","","","76059","Sorex sp.","genus","40486","","Sorex","","genus","40486","Late Pleistocene","","0.126","0.0117","Harris","1987","25748","Chordata","Mammalia","","Soricidae","Sorex","","","","","-104.449997","32.366669","Dry Cave","","UTEP Locality 1 UTEP Locality 5 UTEP Locality 26","US","New Mexico","Eddy","based on nearby landmark","minutes","outcrop","Carslbad Caverns is ""about 22 km to the south"" and coordinate is estimated based on that figure\n""an extensive cave"" with at least three major sites","gp_mid","-104.45","32.37","101","US","FED","","","","group of beds","","","","","","","","""mid-Wisconsin... sediments introduced through fissures; stratigraphy was not apparent"": radiocarbon dates on ""bone scrap"" include 33,590 +/- 1550 (Loc. 26) 29,290 +/- 1060 (Loc. 1) and 25,160 +/- 1730 (Loc. 5)","none given","not reported","","","","","","","","","","fissure fill","","localities 1 and 26 are ""vertical fissures"" whereas ""Locality-5 deposits were water-laid but shallow""","macrofossils,mesofossils","","","","","","","","body,bone collector","","parautochthonous","time-averaged","","","","","","","","","fissures ""must have been ideal pitfall traps bird roosting areas and habitat for small vertebrates""","paleoecologic","bulk,surface (float),sieve,field collection","","","5000 specimens","","","1966 - 1984","""Large or fragile specimens were handpicked... Other specimens were recovered by washing the fossiliferous matrix through mesh screens (1.8-mm mesh with many samples through 0.5-mm mesh)... Over 5000 items are catalogued""","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"709992","occ","","","76060","Sorex merriami","species","51652","","Sorex merriami","","species","51652","Late Pleistocene","","0.126","0.0117","Harris","1987","25748","Chordata","Mammalia","","Soricidae","Sorex","","","","","-108.400002","31.566668","U-Bar Cave","","","US","New Mexico","Hidalgo","based on nearby landmark","minutes","outcrop","""on a limestone outlier of the Alamo Hueco Mountains"" in Hidalgo County: coordinate based on U Bar Ridge\n""a single chamber about 300 m long and 40 to 50 m wide""","gp_mid","-108.40","31.57","101","US","FED","","","","group of beds","","","","","","","","""Thin Holocene deposits with cultural material directly overlie full-glacial deposits in some areas and mid-Wisconsin sediments in others. Animal burrows slumping and water action are apparent. In addition mining of bat guano has removed much fill and greatly disturbed other areas.""\n""Most faunal remains... are from the red guano unit particularly from two deposits dated at 35 890 +/- 2640 and at older than 31 150 B.P. All dates from bulk samples of the sediments.""","","phosphorite","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","time-averaged","","","","","","","","","","paleoecologic","bulk,salvage,selective quarrying,surface (float),sieve,field collection","","","433 specimens","","","1984","""sediments were screened through coarse (6 mm) and fine (1.8 mm) screens... most laboratory-processed material was wet-screened (0.5 mm mesh)... some areas were excavated by trowel without screening. Other material was recovered from mining spoil.""\r\ntaxonomic list is based on ""approximately 433 catalogued items""","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711968","occ","","","66105","Crocidosorex cf. thauensis","species","40462","species not entered","Crocidosorex","","genus","40462","MP 30","","28.4","23.03","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Crocidosorex","","","","","9.920833","48.426388","Ehrenstein 4","","","DE","Baden-Württemberg","Alb-Donau-Kreis","based on nearby landmark","seconds","small collection","Coordinates formerly based on town of Blaubeuren (48° 25' 20"" N 9° 47' 6"" E) have been changed according to locality data in Ziegler & Heizmann (1991 Stuttg. Beitr. Naturk. B 171): NE of Blaustein in Blaustein-Ehrenstein limestone quarry at road from Blaustein to Mähringen. Localities Ehrenstein 1-6 are situated in the abandoned part of the quarry W of road. (TL)","gp_mid","13.23","43.73","305","DE","","","","","group of beds","","","","","","","","","infill of karstic fissure in Upper Jurassic limestones of the Swabian Jura (Schwäbische Alb)","not reported","","","","","","","","","","fissure fill","","","macrofossils","","","","","","","","body","good","parautochthonous","time-averaged","","","","","","","","","","taxonomic","","BSP","","260 specimens","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711970","occ","","","66138","Crocidosorex antiquus","species","40462","species not entered","Crocidosorex","","genus","40462","MN 2","","22.4","20","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Crocidosorex","","","","","9.934722","48.419167","Ulm-Westtangente","","","DE","","","","seconds","","","gp_mid","12.66","44.44","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","SMNS","","6500 specimens","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711971","occ","","","66138","Crocidosorex sp.","genus","40462","","Crocidosorex","","genus","40462","MN 2","","22.4","20","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Crocidosorex","","","","","9.934722","48.419167","Ulm-Westtangente","","","DE","","","","seconds","","","gp_mid","12.66","44.44","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","SMNS","","6500 specimens","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711972","occ","","","66138","Soricella cf. discrepans","species","111509","","Soricella discrepans","","species","111509","MN 2","","22.4","20","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Soricella","","","","","9.934722","48.419167","Ulm-Westtangente","","","DE","","","","seconds","","","gp_mid","12.66","44.44","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","SMNS","","6500 specimens","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711974","occ","","","68040","Miosorex pusilliformes","species","53427","species not entered","Miosorex","","genus","53427","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Miosorex","","","","","11.163889","48.909443","Wintershof-West","","","DE","Bavaria","","unpublished field data","seconds","","","gp_mid","13.49","45.47","305","DE","","","","","","","","","","","","","Reference locality for MN 3","","","","","","","","","","","","fissure fill","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711975","occ","","","68040","Soricella discrepans","species","111509","","Soricella discrepans","","species","111509","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Soricella","","","","","11.163889","48.909443","Wintershof-West","","","DE","Bavaria","","unpublished field data","seconds","","","gp_mid","13.49","45.47","305","DE","","","","","","","","","","","","","Reference locality for MN 3","","","","","","","","","","","","fissure fill","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711976","occ","","","68040","Florinia stehlini","species","53424","","Florinia stehlini","","species","111512","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Florinia","","","","","11.163889","48.909443","Wintershof-West","","","DE","Bavaria","","unpublished field data","seconds","","","gp_mid","13.49","45.47","305","DE","","","","","","","","","","","","","Reference locality for MN 3","","","","","","","","","","","","fissure fill","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711977","occ","","","68040","Paenelimnoecus micromorphus","species","111511","","Paenelimnoecus micromorphus","","species","111510","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Paenelimnoecus","","","","","11.163889","48.909443","Wintershof-West","","","DE","Bavaria","","unpublished field data","seconds","","","gp_mid","13.49","45.47","305","DE","","","","","","","","","","","","","Reference locality for MN 3","","","","","","","","","","","","fissure fill","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711981","occ","","","69179","Carposorex sp.","genus","40460","","Carposorex","","genus","40460","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Carposorex","","","","","9.913333","48.596668","Stubersheim 3","","","DE","Baden-Württemberg","Alb-Donau","unpublished field data","seconds","","","gp_mid","12.30","45.19","305","DE","","","","","","","","","","","","","","","not reported","","","","","","","","","","fissure fill","","karstic fissure in Upper Jurassic rocks of the Swabian Alb","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711982","occ","","","69179","Miosorex cf. desnoyrianus","species","53427","species not entered","Miosorex","","genus","53427","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Miosorex","","","","","9.913333","48.596668","Stubersheim 3","","","DE","Baden-Württemberg","Alb-Donau","unpublished field data","seconds","","","gp_mid","12.30","45.19","305","DE","","","","","","","","","","","","","","","not reported","","","","","","","","","","fissure fill","","karstic fissure in Upper Jurassic rocks of the Swabian Alb","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711983","occ","","","69179","Soricella discrepans","species","111509","","Soricella discrepans","","species","111509","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Soricella","","","","","9.913333","48.596668","Stubersheim 3","","","DE","Baden-Württemberg","Alb-Donau","unpublished field data","seconds","","","gp_mid","12.30","45.19","305","DE","","","","","","","","","","","","","","","not reported","","","","","","","","","","fissure fill","","karstic fissure in Upper Jurassic rocks of the Swabian Alb","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711984","occ","","","69179","Hemisorex ? sp.","genus","111517","","Hemisorex","","genus","111517","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Hemisorex","","","","","9.913333","48.596668","Stubersheim 3","","","DE","Baden-Württemberg","Alb-Donau","unpublished field data","seconds","","","gp_mid","12.30","45.19","305","DE","","","","","","","","","","","","","","","not reported","","","","","","","","","","fissure fill","","karstic fissure in Upper Jurassic rocks of the Swabian Alb","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711985","occ","","","69179","Crocidosoricinae indet.","subfamily","53426","","Crocidosoricinae","","subfamily","53426","MN 3","","20","16.9","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","","","","","","9.913333","48.596668","Stubersheim 3","","","DE","Baden-Württemberg","Alb-Donau","unpublished field data","seconds","","","gp_mid","12.30","45.19","305","DE","","","","","","","","","","","","","","","not reported","","","","","","","","","","fissure fill","","karstic fissure in Upper Jurassic rocks of the Swabian Alb","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","BSP","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711991","occ","","","28629","Miosorex pusilliformis","species","111508","","Miosorex pusilliformis","","species","111507","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Miosorex","","","","","11.197222","48.976391","Petersbuch 2","","","DE","Bavaria","Eichstätt","stated in text","seconds","outcrop","Volkert limestone quarry E of Titting-Petersbuch (R 4441310 H 5426880; Ziegler 1989)\r\ncoordinates originally entered as 48°53' N 11°10' E have been changed accordingly (TL)","gp_mid","13.28","45.94","305","DE","","","","","group of beds","","","","","","","","","After Heissig (1978 Mitt. Bayer. Staatsslg. Paläont. Hist. Geol. 18): The infill of the fissure consists of a reddish-brown clay with iron oxide nodules and fragments of phosphatic nodules. Siliceous residuals from the Kimmeridgian limestones are common. Sand is absent. In the upper part of the infill the clay partially is cemented by carbonate. No bedding was observed.","claystone","red or brown","poorly lithified","","Y","","","","","","fissure fill","","Infill of system of carstic fissures in Upper Jurassic limestones (Weißjura  Kimmeridgian) of the southern Franconian Alb: several N-S trending fissures interconnected by a large NW-SE trendig fissure; fissures are about 1 m wide at the bottom of the quarry and become narrower upwards (Heissig 1978).","macrofossils,mesofossils","","","","","","","","body,permineralized","good","","","","","","","","","","","","taxonomic","mechanical","BSP","all macrofossils","","","","","Fissure was discovered by H. Eisen (quarry manager) who informed G. Viohl of the Juramuseum Eichstätt; first investigations were made in 1977.\r\nNote: Total collection size entry (4436 specimens) has been removed since specimen numbers for individual snake taxa had been entered already. Hence also specimen numbers of mammal taxa should be entered individually. (TL)","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711992","occ","","","28629","Miosorex cf. desnoyersianus","species","53427","species not entered","Miosorex","","genus","53427","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Miosorex","","","","","11.197222","48.976391","Petersbuch 2","","","DE","Bavaria","Eichstätt","stated in text","seconds","outcrop","Volkert limestone quarry E of Titting-Petersbuch (R 4441310 H 5426880; Ziegler 1989)\r\ncoordinates originally entered as 48°53' N 11°10' E have been changed accordingly (TL)","gp_mid","13.28","45.94","305","DE","","","","","group of beds","","","","","","","","","After Heissig (1978 Mitt. Bayer. Staatsslg. Paläont. Hist. Geol. 18): The infill of the fissure consists of a reddish-brown clay with iron oxide nodules and fragments of phosphatic nodules. Siliceous residuals from the Kimmeridgian limestones are common. Sand is absent. In the upper part of the infill the clay partially is cemented by carbonate. No bedding was observed.","claystone","red or brown","poorly lithified","","Y","","","","","","fissure fill","","Infill of system of carstic fissures in Upper Jurassic limestones (Weißjura  Kimmeridgian) of the southern Franconian Alb: several N-S trending fissures interconnected by a large NW-SE trendig fissure; fissures are about 1 m wide at the bottom of the quarry and become narrower upwards (Heissig 1978).","macrofossils,mesofossils","","","","","","","","body,permineralized","good","","","","","","","","","","","","taxonomic","mechanical","BSP","all macrofossils","","","","","Fissure was discovered by H. Eisen (quarry manager) who informed G. Viohl of the Juramuseum Eichstätt; first investigations were made in 1977.\r\nNote: Total collection size entry (4436 specimens) has been removed since specimen numbers for individual snake taxa had been entered already. Hence also specimen numbers of mammal taxa should be entered individually. (TL)","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711993","occ","","","28629","Soricella discrepans","species","111509","","Soricella discrepans","","species","111509","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Soricella","","","","","11.197222","48.976391","Petersbuch 2","","","DE","Bavaria","Eichstätt","stated in text","seconds","outcrop","Volkert limestone quarry E of Titting-Petersbuch (R 4441310 H 5426880; Ziegler 1989)\r\ncoordinates originally entered as 48°53' N 11°10' E have been changed accordingly (TL)","gp_mid","13.28","45.94","305","DE","","","","","group of beds","","","","","","","","","After Heissig (1978 Mitt. Bayer. Staatsslg. Paläont. Hist. Geol. 18): The infill of the fissure consists of a reddish-brown clay with iron oxide nodules and fragments of phosphatic nodules. Siliceous residuals from the Kimmeridgian limestones are common. Sand is absent. In the upper part of the infill the clay partially is cemented by carbonate. No bedding was observed.","claystone","red or brown","poorly lithified","","Y","","","","","","fissure fill","","Infill of system of carstic fissures in Upper Jurassic limestones (Weißjura  Kimmeridgian) of the southern Franconian Alb: several N-S trending fissures interconnected by a large NW-SE trendig fissure; fissures are about 1 m wide at the bottom of the quarry and become narrower upwards (Heissig 1978).","macrofossils,mesofossils","","","","","","","","body,permineralized","good","","","","","","","","","","","","taxonomic","mechanical","BSP","all macrofossils","","","","","Fissure was discovered by H. Eisen (quarry manager) who informed G. Viohl of the Juramuseum Eichstätt; first investigations were made in 1977.\r\nNote: Total collection size entry (4436 specimens) has been removed since specimen numbers for individual snake taxa had been entered already. Hence also specimen numbers of mammal taxa should be entered individually. (TL)","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711994","occ","","","28629","Soricella sp.","genus","40487","","Soricella","","genus","40487","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Soricella","","","","","11.197222","48.976391","Petersbuch 2","","","DE","Bavaria","Eichstätt","stated in text","seconds","outcrop","Volkert limestone quarry E of Titting-Petersbuch (R 4441310 H 5426880; Ziegler 1989)\r\ncoordinates originally entered as 48°53' N 11°10' E have been changed accordingly (TL)","gp_mid","13.28","45.94","305","DE","","","","","group of beds","","","","","","","","","After Heissig (1978 Mitt. Bayer. Staatsslg. Paläont. Hist. Geol. 18): The infill of the fissure consists of a reddish-brown clay with iron oxide nodules and fragments of phosphatic nodules. Siliceous residuals from the Kimmeridgian limestones are common. Sand is absent. In the upper part of the infill the clay partially is cemented by carbonate. No bedding was observed.","claystone","red or brown","poorly lithified","","Y","","","","","","fissure fill","","Infill of system of carstic fissures in Upper Jurassic limestones (Weißjura  Kimmeridgian) of the southern Franconian Alb: several N-S trending fissures interconnected by a large NW-SE trendig fissure; fissures are about 1 m wide at the bottom of the quarry and become narrower upwards (Heissig 1978).","macrofossils,mesofossils","","","","","","","","body,permineralized","good","","","","","","","","","","","","taxonomic","mechanical","BSP","all macrofossils","","","","","Fissure was discovered by H. Eisen (quarry manager) who informed G. Viohl of the Juramuseum Eichstätt; first investigations were made in 1977.\r\nNote: Total collection size entry (4436 specimens) has been removed since specimen numbers for individual snake taxa had been entered already. Hence also specimen numbers of mammal taxa should be entered individually. (TL)","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711995","occ","","","28629","Florinia stehlini","species","53424","","Florinia stehlini","","species","111512","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Florinia","","","","","11.197222","48.976391","Petersbuch 2","","","DE","Bavaria","Eichstätt","stated in text","seconds","outcrop","Volkert limestone quarry E of Titting-Petersbuch (R 4441310 H 5426880; Ziegler 1989)\r\ncoordinates originally entered as 48°53' N 11°10' E have been changed accordingly (TL)","gp_mid","13.28","45.94","305","DE","","","","","group of beds","","","","","","","","","After Heissig (1978 Mitt. Bayer. Staatsslg. Paläont. Hist. Geol. 18): The infill of the fissure consists of a reddish-brown clay with iron oxide nodules and fragments of phosphatic nodules. Siliceous residuals from the Kimmeridgian limestones are common. Sand is absent. In the upper part of the infill the clay partially is cemented by carbonate. No bedding was observed.","claystone","red or brown","poorly lithified","","Y","","","","","","fissure fill","","Infill of system of carstic fissures in Upper Jurassic limestones (Weißjura  Kimmeridgian) of the southern Franconian Alb: several N-S trending fissures interconnected by a large NW-SE trendig fissure; fissures are about 1 m wide at the bottom of the quarry and become narrower upwards (Heissig 1978).","macrofossils,mesofossils","","","","","","","","body,permineralized","good","","","","","","","","","","","","taxonomic","mechanical","BSP","all macrofossils","","","","","Fissure was discovered by H. Eisen (quarry manager) who informed G. Viohl of the Juramuseum Eichstätt; first investigations were made in 1977.\r\nNote: Total collection size entry (4436 specimens) has been removed since specimen numbers for individual snake taxa had been entered already. Hence also specimen numbers of mammal taxa should be entered individually. (TL)","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
