"Suncus,"Suncus n. sp. zelceus",3.7,3.7
"Paracryptotis,"Paracryptotis n. sp. rex",3.35,3.35
"Crocidura,"Crocidura cf. aithiops",4.4665,4.4665
"Beremendia,"Beremendia fissidens",0.4535,4.050000000000001
"Sorex,"Sorex merriami",0.06885,0.06885
"cf.,"cf. Paenelimnoecus sp.",13.2,13.2
"Suncus,"Suncus cf. pannonicus",4.550000000000001,4.550000000000001
"Soricidae,"Soricidae informal sp. B",7.0165,7.0165
"cf.,"cf. Episoriculus sp.",3.7,3.7
"cf.,"cf. Crocidura sp.",2.197,7.0165
"Amblycoptus,"Amblycoptus sp.",6.073,9.2
"Alluvisorex,"Alluvisorex arcadentes",14.785,14.785
"Crocidura,"Crocidura katinka",0.06885,1.29985
"Sorex,"Sorex hundsheimensis",0.4535,0.4535
"Ulmensia,"Ulmensia n. sp. antecedens",25.715,25.715
"Pseudotrimylus,"Pseudotrimylus compressus",33.599999999999994,33.599999999999994
"Crocidura,"Crocidura theresae",0.00585,0.00585
"Sorex,"Sorex cf. fumeus",0.06885,1.05
"Suncus,"Suncus cf. murinus",3.9605,3.9605
"Sorex,"Sorex n. sp. sp.",2.894,2.894
"Pseudotrimylus,"Pseudotrimylus dakotensis",18.2,18.2
"Deinsdorfia,"Deinsdorfia cf. kordosi",2.894,11.925
"Sorex,"Sorex taylori",3.35,3.35
"Miosorex,"Miosorex cf. desnoyrianus",18.45,18.45
"Episoriculus,"Episoriculus aff. gibberodon",2.894,2.894
"Angustidens,"Angustidens vireti",18.2,18.2
"Suncus,"Suncus cf. infinitessimus",3.9605,3.9605
"cf.,"cf. Sorex dehmi",13.2,13.2
"Sorex,"Sorex lacustris",1.05,1.05
"Episoriculus,"Episoriculus sp.",0.4535,1.6845
"Episoriculus,"Episoriculus adroveri",3.0940000000000003,3.0940000000000003
"Crocidura,"Crocidura aff. kornfeldi",1.6845,1.6845
"Soriculus,"Soriculus kubinyi",4.550000000000001,4.550000000000001
"Sorex,"Sorex sandersi",3.35,3.35
"Sorex,"Sorex n. sp. kansasensis",1.05,1.05
"Miosorex,"Miosorex cf. desnoyersianus",11.925,16.435
"Sorex,"Sorex cf. dispar",1.05,1.05
"Crocidosorex,"Crocidosorex aff. thauensis",25.715,25.715
"Sorex,"Sorex aff. runtonensis",0.4535,2.894
"Anourosorex,"Anourosorex quadratidens",1.6845,1.6845
"Sorex,"Sorex n. sp. yatkolai",7.6000000000000005,7.6000000000000005
"Deinsdorfia,"Deinsdorfia hibbardi",2.197,3.0940000000000003
"Sorex,"Sorex n. sp. pseudoalpinus",3.7,3.7
"Crocidura,"Crocidura suaveolens",0.06885,1.29985
"Suncus,"Suncus shungurensis",3.0940000000000003,3.0940000000000003
"Blarinella,"Blarinella cf. quadraticauda",1.6845,1.6845
