Species	Status	min_age	max_age
Sorex_minutus	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Sorex_praealpinus	extinct	0.0117	2.588
Sorex_runtonensis	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Neomys	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Crocidura	extinct	0.126	0.781
Soricinae	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Beremendia	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Neomys	extinct	0.0117	2.588
Crocidura	extinct	0.0117	2.588
Beremendia	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Neomys	extinct	0.0117	2.588
Crocidura	extinct	0.0117	2.588
Crocidura	extinct	0.781	2.588
Sorex	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Sorex	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Soricidae	extinct	3.2	5.333
Episoriculus_gibberodon	extinct	3.2	5.333
Miosorex	extinct	3.2	5.333
Episoriculus_gibberodon	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Soricidae	extinct	3.2	5.333
Episoriculus_gibberodon	extinct	2.588	3.2
Soricidae	extinct	2.588	3.2
Soricidae	extinct	0.0117	5.333
Sorex_araneus	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Beremendia	extinct	0.0117	5.333
Petenyia_hungarica	extinct	0.0117	5.333
Episoriculus_gibberodon	extinct	0.0117	5.333
Sorex	extinct	0.0117	5.333
Sorex_subminutus	extinct	0.0117	5.333
Soricidae	extinct	5.333	8.7
Soricidae	extinct	0.126	2.588
Soricidae	extinct	3.2	5.333
Soricidae	extinct	0.781	2.588
Soricidae	extinct	2.588	3.2
Beremendia	extinct	2.588	5.333
Blarinoides_mariae	extinct	2.588	5.333
Petenyia_hungarica	extinct	2.588	5.333
Episoriculus_gibberodon	extinct	2.588	5.333
Petenyiella	extinct	2.588	5.333
Sorex	extinct	2.588	5.333
Beremendia	extinct	2.588	3.2
Blarinoides_mariae	extinct	2.588	3.2
Petenyia_hungarica	extinct	2.588	3.2
Petenyiella	extinct	2.588	3.2
Episoriculus_gibberodon	extinct	2.588	3.2
Soriculus	extinct	0.0117	5.333
Petenyia_hungarica	extinct	0.0117	5.333
Beremendia	extinct	0.0117	5.333
Sorex_runtonensis	extinct	0.0117	5.333
Soricidae	extinct	5.333	11.608
Soricidae	extinct	5.333	11.608
Beremendia	extinct	2.588	3.2
Petenyia_hungarica	extinct	2.588	3.2
Sorex_minutus	extinct	2.588	3.2
Sorex_runtonensis	extinct	2.588	3.2
Soricidae	extinct	2.588	3.2
Sorex_runtonensis	extinct	2.588	3.2
Sorex_minutus	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Petenyia_hungarica	extinct	2.588	3.2
Episoriculus_gibberodon	extinct	2.588	3.2
Crocidura	extinct	2.588	3.2
Sorex	extinct	2.588	3.2
Sorex	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Petenyia_hungarica	extinct	2.588	3.2
Crocidura	extinct	2.588	3.2
Sorex_runtonensis	extinct	2.588	3.2
Sorex_minutus	extinct	2.588	3.2
Drepanosorex	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Petenyia_hungarica	extinct	2.588	3.2
Soriculus	extinct	2.588	3.2
Crocidura	extinct	2.588	3.2
Episoriculus_gibberodon	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Crocidura	extinct	2.588	3.2
Sorex_runtonensis	extinct	0.0117	5.333
Beremendia	extinct	0.0117	5.333
Petenyia_hungarica	extinct	0.0117	5.333
Crocidura	extinct	0.0117	5.333
Beremendia	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Episoriculus_gibberodon	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Sorex	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Petenyia_hungarica	extinct	0.781	2.588
Sorex_margaritodon	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Petenyia_hungarica	extinct	0.781	2.588
Soriculus	extinct	0.781	2.588
Neomys	extinct	0.781	2.588
Drepanosorex	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Sorex_minutus	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Petenyia_hungarica	extinct	0.781	2.588
Episoriculus	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Drepanosorex	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Sorex_minutus	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Episoriculus	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Sorex_minutus	extinct	0.781	2.588
Drepanosorex	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.126	0.781
Drepanosorex	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Drepanosorex	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Suncus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Drepanosorex	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Drepanosorex	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Drepanosorex	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Petenyia_hungarica	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.0117	5.333
Beremendia	extinct	0.0117	5.333
Sorex	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Drepanosorex	extinct	0.126	0.781
Sorex_minutus	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.781	2.588
Sorex_praealpinus	extinct	0.781	2.588
Sorex	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Asoriculus	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.126	2.588
Beremendia	extinct	0.126	2.588
Beremendia	extinct	2.588	3.6
Petenyia_hungarica	extinct	0.781	2.588
Sorex_runtonensis	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	2.588
Sorex_runtonensis	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_praearaneus	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Crocidura_russula	extinct	0.0117	2.588
Crocidura	extinct	0.0117	2.588
Sorex_araneus	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Soricidae	extinct	7.246	7.75
Soricinae	extinct	15.97	20.44
Crocidurinae	extinct	15.97	20.44
Srinitium_marteli	extinct	28.4	33.9
Paenelimnoecus_repenningi	extinct	5.333	8.7
Miosorex_grivensis	extinct	12.75	13.65
Blarina_brevicauda	extinct	0.0117	2.588
Sorex_cinereus	extinct	0.0117	2.588
Sorex_fumeus	extinct	0.0117	2.588
Sorex	extinct	0.126	0.781
Petenyia_dubia	extinct	7.75	8.7
Paenelimnoecus_repenningi	extinct	7.75	8.7
Petenyiella	extinct	7.75	8.7
Crusafontina_kormosi	extinct	7.75	8.7
Soricinae	extinct	7.75	8.7
Limnoecus	extinct	7.75	8.7
Soricidae	extinct	7.246	11.62
Crocidura	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Crocidura	extinct	0.0117	2.588
Crocidura	extinct	0.0117	2.588
Crocidura	extinct	0.0117	2.588
Soricidae	extinct	0.781	2.588
Sorex	extinct	11.608	12.7
Pseudotrimylus	extinct	11.608	12.7
Sorex	extinct	0.781	2.588
Sorex_araneus	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Petenyia_hungarica	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Beremendia	extinct	2.588	5.333
Blarinoides_mariae	extinct	2.588	5.333
Sorex	extinct	0.0117	0.781
Sorex	extinct	0.126	0.781
Drepanosorex	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	2.588	5.333
Sorex	extinct	2.588	5.333
Beremendia	extinct	2.588	5.333
Petenyia_hungarica	extinct	2.588	5.333
Episoriculus_gibberodon	extinct	3.2	5.333
Crocidurinae	extinct	2.588	5.333
Crocidura	extinct	0.0117	2.588
Soricidae	extinct	2.588	5.333
Soricidae	extinct	15.97	20.44
Soricidae	extinct	5.333	23.03
Soricidae	extinct	8.7	11.608
Sorex_araneus	extinct	0.0117	0.126
Crocidura_russula	extinct	0.0117	0.126
Crocidura	extinct	0.781	2.588
Episoriculus_gibberodon	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Neomyini	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Petenyia_hungarica	extinct	0.781	2.588
Episoriculus_gibberodon	extinct	0.781	2.588
Petenyia_hungarica	extinct	0.781	2.588
Episoriculus_gibberodon	extinct	0.781	2.588
Soricidae	extinct	0.781	2.588
Petenyia_hungarica	extinct	2.588	3.2
Blarinoides_mariae	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Sorex	extinct	0.781	2.588
Sorex	extinct	0.781	2.588
Sorex	extinct	0.781	2.588
Sorex_subminutus	extinct	2.588	5.333
Sorex_subminutus	extinct	2.588	5.333
Beremendia	extinct	2.588	5.333
Myosorex	extinct	2.588	5.333
Sorex_subminutus	extinct	2.588	5.333
Soricidae	extinct	3.2	5.333
Paenelimnoecus_repenningi	extinct	5.333	8.7
Crocidura_russula	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Sorex_minutus	extinct	0.781	2.588
Soricidae	extinct	3.2	5.333
Beremendia	extinct	2.588	3.2
Soricidae	extinct	2.588	3.2
Sorex	extinct	2.588	3.2
Paenelimnoecus	extinct	2.588	3.2
Soricidae	extinct	2.588	3.2
Sorex	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Sorex	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Soricidae	extinct	2.588	3.2
Crocidosorex	extinct	15.97	20.44
Sorex_araneus	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Sorex_minutus	extinct	0.0117	0.126
Sorex_araneus	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Sorex_minutus	extinct	0.0117	0.126
Sorex_araneus	extinct	0.0117	0.126
Neomys_fodiens	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Episoriculus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_araneus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Petenyia_hungarica	extinct	0.781	2.588
Sorex_praearaneus	extinct	0.781	2.588
Sorex_bor	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Asoriculus	extinct	0.781	2.588
Neomys	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Petenyia	extinct	0.126	0.781
Sorex_araneus	extinct	0.126	0.781
Episoriculus	extinct	0.126	0.781
Crocidura_russula	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Petenyia	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Crocidura_russula	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Episoriculus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Crocidura_russula	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Sorex	extinct	0.0117	2.588
Beremendia	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Sorex_araneus	extinct	0.126	0.781
Episoriculus	extinct	0.126	0.781
Crocidura	extinct	0	0.0117
Sorex_araneus	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_araneus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_araneus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Episoriculus	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_araneus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Crocidura_russula	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Episoriculus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Crocidura_russula	extinct	0.126	0.781
Blarinella	extinct	5.333	8.7
Soricinae	extinct	5.333	8.7
Anourosorex_oblongus	extinct	5.333	8.7
Blarinella	extinct	5.333	8.7
Anourosorex_oblongus	extinct	5.333	8.7
Anourosorex_oblongus	extinct	5.333	8.7
Soricinae	extinct	5.333	8.7
Blarinella	extinct	5.333	8.7
Sorex	extinct	5.333	8.7
Anourosorex_oblongus	extinct	5.333	8.7
Soricinae	extinct	5.333	8.7
Blarinella	extinct	5.333	8.7
Sorex	extinct	5.333	8.7
Anourosorex_oblongus	extinct	5.333	8.7
Soricidae	extinct	13.65	15.97
Soricidae	extinct	13.65	15.97
Sorex	extinct	12.75	13.65
Miosorex	extinct	12.75	13.65
Soricinae	extinct	13.82	15.97
Soricidae	extinct	15.97	16.9
Miosorex	extinct	13.65	15.97
Soricidae	extinct	13.65	15.97
Soricidae	extinct	12.75	13.65
Miosorex	extinct	11.1	12.75
Soricidae	extinct	11.1	12.75
Soricidae	extinct	13.65	15.97
Soricidae	extinct	13.65	15.97
Miosorex	extinct	13.65	15.97
Soricidae	extinct	13.65	15.97
Miosorex	extinct	13.65	15.97
Soricidae	extinct	12.75	13.65
Soricidae	extinct	11.1	13.65
Soricidae	extinct	11.1	12.75
Soricidae	extinct	11.1	12.75
Soricidae	extinct	11.1	12.75
Miosorex	extinct	13.65	15.97
Soricidae	extinct	12.75	13.65
Soricidae	extinct	11.1	13.65
Soricidae	extinct	16.9	20
Soricidae	extinct	13.65	15.97
Miosorex	extinct	15.97	20.44
Sorex	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Beremendia	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Beremendia	extinct	0.0117	2.588
Drepanosorex	extinct	0.0117	2.588
Sorex_runtonensis	extinct	0.0117	2.588
Blarinoides	extinct	2.588	3.2
Episoriculus_gibberodon	extinct	2.588	3.2
Blarinoides_mariae	extinct	2.588	3.2
Deinsdorfia	extinct	2.588	3.2
Asoriculus	extinct	2.588	3.2
Petenyia_hungarica	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Sorex	extinct	2.588	3.2
Soricidae	extinct	11.1	12.75
Crocidura	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Beremendia	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	2.588
Beremendia	extinct	0.126	2.588
Sorex_minutus	extinct	0.126	2.588
Sorex	extinct	0.126	2.588
Sorex_minutus	extinct	0.126	2.588
Sorex	extinct	0.126	2.588
Beremendia	extinct	0.126	2.588
Neomys	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Asoriculus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.0117	2.588
Asoriculus	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Sorex	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex_runtonensis	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_minutus	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Sorex	extinct	0.126	0.781
Sorex_praealpinus	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex_praealpinus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Neomys	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Soricidae	extinct	0.126	0.781
Sorex_minutus	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Soricinae	extinct	0.0117	5.333
Sorex_bor	extinct	2.588	3.2
Sorex_praearaneus	extinct	2.588	3.2
Petenyia_hungarica	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Asoriculus	extinct	2.588	3.2
Nesiotites	extinct	0.0117	5.333
Nesiotites	extinct	0.126	2.588
Nesiotites	extinct	0.0117	0.781
Nesiotites	extinct	0.0117	0.781
Nesiotites	extinct	0.0117	0.781
Nesiotites	extinct	0.0117	0.781
Nesiotites	extinct	0.0117	0.781
Nesiotites	extinct	0.0117	0.781
Nesiotites	extinct	0.0117	0.126
Nesiotites	extinct	0.0117	0.126
Crocidura	extinct	0.781	2.588
Beremendia	extinct	0.781	2.588
Petenyia_hungarica	extinct	0.781	2.588
Asoriculus	extinct	0.781	2.588
Sorex_bor	extinct	0.781	2.588
Sorex_minutus	extinct	0.781	2.588
Sorex_praealpinus	extinct	0.781	2.588
Sorex_praearaneus	extinct	0.781	2.588
Soricidae	extinct	0.781	2.588
Soricidae	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Sorex_bor	extinct	0.781	2.588
Soricidae	extinct	11.1	12.75
Soricidae	extinct	11.1	12.75
Soricidae	extinct	1.8	10.3
Cryptotis_parva	extant	0	0.0117
Blarina_brevicauda	extinct	0	0.126
Blarina	extinct	0	0.126
Sorex	extinct	0	0.126
Blarina	extinct	0	0.126
Sorex	extinct	0	0.126
Blarina	extinct	0	0.126
Blarina	extinct	0	0.126
Cryptotis_parva	extant	0	0.126
Cryptotis_parva	extant	0	0.126
Blarina_brevicauda	extinct	0	0.126
Blarina	extinct	0	0.126
Blarina	extinct	0	0.126
Cryptotis_parva	extant	0	0.126
Sorex	extinct	0	0.126
Blarina	extinct	0	0.126
Blarina	extinct	0	0.126
Blarina_brevicauda	extinct	0	0.126
Blarina	extinct	0	0.126
Blarina	extinct	0	0.126
Cryptotis_parva	extant	0	0.126
Sorex	extinct	0	0.126
Blarina	extinct	0	0.126
Notiosorex_crawfordi	extant	0	0.0117
Blarina_carolinensis	extinct	0.0117	0.126
Crusafontina_endemica	extinct	8.7	9.7
Crusafontina_endemica	extinct	8.7	9.7
Crusafontina_endemica	extinct	8.7	9.7
Crusafontina_endemica	extinct	9.7	11.1
Crusafontina_endemica	extinct	9.7	11.1
Crusafontina	extinct	9.7	11.1
Petenyia_dubia	extinct	8.7	9.7
Petenyia_dubia	extinct	8.7	9.7
Petenyia_dubia	extinct	9.7	11.1
Paenelimnoecus_repenningi	extinct	8.7	9.7
Paenelimnoecus_repenningi	extinct	8.7	9.7
Paenelimnoecus_repenningi	extinct	9.7	11.1
Soricinae	extinct	8.7	9.7
Soricinae	extinct	8.7	9.7
Soricinae	extinct	9.7	11.1
Soricinae	extinct	9.7	11.1
Soricidae	extinct	0.012	0.3
Miosorex_grivensis	extinct	11.1	12.75
Miosorex_grivensis	extinct	11.1	12.75
Petenyia_dubia	extinct	11.1	12.75
Petenyia_dubia	extinct	11.1	12.75
Petenyia_dubia	extinct	11.1	12.75
Alloblarinella_europaea	extinct	11.1	12.75
Paenesorex_bicuspis	extinct	11.1	12.75
Paenesorex_bicuspis	extinct	11.1	12.75
Paenesorex_bicuspis	extinct	11.1	12.75
Paenesorex_bicuspis	extinct	11.1	12.75
Paenesorex_bicuspis	extinct	11.1	12.75
Paenesorex_bicuspis	extinct	11.1	12.75
Deinsdorfia	extinct	11.1	12.75
Paenelimnoecus_crouzeli	extinct	11.1	12.75
Paenelimnoecus_crouzeli	extinct	11.1	12.75
Paenelimnoecus_crouzeli	extinct	11.1	12.75
Paenelimnoecus_crouzeli	extinct	11.1	12.75
Paenelimnoecus_repenningi	extinct	7.75	8.7
Crusafontina_kormosi	extinct	7.75	8.7
Neomyini	extinct	7.75	8.7
Episoriculus_gibberodon	extinct	4.9	7.246
Blarinella	extinct	4.9	7.246
Soricidae	extinct	23.03	28.4
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Crocidura	extinct	0.781	2.588
Suncus	extinct	0.781	2.588
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Crocidura	extinct	0.126	0.781
Anourosorex	extinct	0.781	2.588
Sorex_quadraticauda	extinct	0.781	2.588
Sorex	extinct	0.781	2.588
Soriculus	extinct	0.781	2.588
Soriculus	extinct	0.781	2.588
Chimarrogale	extinct	0.781	2.588
Myosorex	extinct	2.588	3.6
Deinsdorfia	extinct	2.588	3.6
Blarinoides	extinct	2.588	3.6
Episoriculus_gibberodon	extinct	2.588	3.6
Paenelimnoecus	extinct	2.588	3.6
Myosorex	extinct	2.588	3.6
Episoriculus	extinct	2.588	3.6
Myosorex	extinct	2.588	3.6
Deinsdorfia	extinct	2.588	3.6
Episoriculus_gibberodon	extinct	2.588	3.6
Paenelimnoecus	extinct	2.588	3.6
Paenelimnoecus	extinct	3.2	5.333
Episoriculus_gibberodon	extinct	2.588	5.333
Episoriculus_gibberodon	extinct	2.588	5.333
Episoriculus_gibberodon	extinct	3.2	5.333
Paenelimnoecus	extinct	3.2	5.333
Episoriculus_gibberodon	extinct	2.588	5.333
Blarinoides	extinct	4.2	4.9
Deinsdorfia	extinct	4.2	4.9
Soricidae	extinct	23.03	28.4
Deinsdorfia_kerkhoffi	extinct	5.333	8.7
Neomys	extinct	3.2	4.2
Episoriculus	extinct	3.2	4.2
Soricini	extinct	3.2	4.2
Crocidurinae	extinct	4.9	7.246
Soricinae	extinct	4.9	7.246
Amblycoptus	extinct	4.9	7.246
Amblycoptus	extinct	4.9	7.246
Soricidae	extinct	4.9	7.246
Paenelimnoecus	extinct	11.1	12.75
Crocidurinae	extinct	11.608	15.97
Soricinae	extinct	11.608	15.97
Soricinae	extinct	11.1	12.75
Crocidurinae	extinct	5.333	23.03
Soricinae	extinct	5.333	23.03
Soricidae	extinct	11.1	12.75
Soricidae	extinct	11.1	12.75
Soricidae	extinct	12.75	13.65
Soricidae	extinct	12.75	13.65
Soricidae	extinct	5.333	23.03
Soricidae	extinct	13.65	15.97
Nesiotites	extinct	2.588	3.6
Nesiotites	extinct	0.781	3.6
Soricidae	extinct	15.97	16.9
Soricidae	extinct	15.97	16.9
Pseudotrimylus	extinct	15.97	16.9
Episoriculus_corsicanus	extinct	0.126	0.781
Soricidae	extinct	16.9	20
Lartetium	extinct	15.97	16.9
Paenelimnoecus	extinct	15.97	16.9
Lartetium	extinct	12.75	13.65
Soricidae	extinct	11.62	13.82
Limnoecinae	extinct	26.3	30.8
Pseudotrimylus	extinct	20.43	24.8
Limnoecus	extinct	20.43	24.8
Pseudotrimylus	extinct	15.97	20.43
Pseudotrimylus	extinct	15.97	20.43
Limnoecus_compressus	extinct	15.97	20.43
Limnoecus	extinct	15.97	20.43
Sorex	extinct	1.8	4.9
Notiosorex	extinct	1.8	4.9
Sorex_hoyi	extinct	0.012	0.3
Soricidae	extinct	22.4	23.03
Lartetium	extinct	15.97	16.9
Crocidosoricinae	extinct	15.97	16.9
Clapasorex_alvarezae	extinct	16.9	20
Oligosorex	extinct	16.9	20
Soricella_discrepans	extinct	11.608	15.97
Clapasorex_alvarezae	extinct	11.608	15.97
Oligosorex	extinct	11.608	15.97
Crocidura	extinct	2.588	5.333
Crocidura	extinct	2.588	5.333
Suncus_murinus	extinct	2.588	5.333
Soricidae	extinct	2.588	5.333
Crocidura	extinct	2.588	5.333
Notiosorex_crawfordi	extant	0	0.126
Cryptotis_parva	extant	0	0.126
Cryptotis_parva	extant	0.0117	0.126
Notiosorex_crawfordi	extant	0.0117	0.126
Cryptotis	extinct	0.012	0.781
Sorex_margaritodon	extinct	0.781	2.588
Crocidosoricinae	extinct	13.65	16.9
Sorex_palustris	extinct	0.0117	0.126
Sorex_palustris	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.126	0.781
Sorex	extinct	0.781	2.588
Sorex_vagrans	extinct	0.0117	0.126
Sorex_palustris	extinct	0.0117	0.126
Notiosorex_crawfordi	extant	0.0117	0.126
Notiosorex_crawfordi	extant	0	0.0117
Sorex	extinct	0.0117	0.126
Srinitium_caeruleum	extinct	23.03	28.4
Ulmensia_antecedens	extinct	23.03	28.4
Crocidosorex	extinct	23.03	28.4
Kordosia_topali	extinct	5.333	8.7
Sorex_minutoides	extinct	3.6	5.333
Sorex_ertemteensis	extinct	3.6	5.333
Sorex_pseudoalpinus	extinct	3.6	5.333
Sorex	extinct	3.6	5.333
Petenyia_katrinae	extinct	3.6	5.333
Lunanosorex_lii	extinct	3.6	5.333
Paenelimnoecus_obtusus	extinct	3.6	5.333
Crusafontina_endemica	extinct	9.7	11.1
Paenelimnoecus_repenningi	extinct	9.7	11.1
Soricinae	extinct	9.7	11.1
Taatsiinia_hoeckorum	extinct	28.4	33.9
Tavoonyia_altaica	extinct	23.03	28.4
Builstynia_fontana	extinct	5.333	11.608
Ulmensia_ehrensteinensis	extinct	23.03	28.4
Soricidae	extinct	0.126	0.781
Sorex_minutoides	extinct	5.333	11.608
Sorex_ertemteensis	extinct	5.333	11.608
Sorex_pseudoalpinus	extinct	5.333	11.608
Zelceina_kormosi	extinct	5.333	11.608
