lat,lng
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
31.533333,76.666664
22.766666,111.566666
33.1833,118.216698
43.647499,111.9767
43.647499,111.9767
40,114
40,114
40,114
40,114
40,114
40,114
40,115
40,115
40,115
40,115
40,115
40,115
40,115
43.200001,-107.099998
43.200001,-107.099998
43.200001,-107.099998
50.200001,-107.599998
43.200001,-107.099998
50,-107.900002
50,-107.900002
43.200001,-107.099998
40.799999,-103.099998
40.799999,-103.099998
45,-112.800003
43.5,-101.900002
49.599998,-108.800003
46.400002,-112.800003
43.299999,-102.5
43.299999,-102.5
30.200001,-82.800003
30,-82.599998
43.200001,-101.800003
43.200001,-101.800003
42.150002,-103.699997
43.133331,-101.866669
43.133331,-101.866669
43.200001,-101.800003
40.900002,-103.283333
40.900002,-103.283333
40.900002,-103.283333
40.900002,-103.283333
42.700001,-100
42.490002,-98.110001
42.386299,-98.097397
40.5,-100.5
40.5,-100.5
35.900002,-100.199997
42.8214,-97.728897
42.806099,-100.050499
43.299999,-99.300003
42.799999,-100.800003
41.5,-103.800003
41.5,-103.800003
42.900002,-98.800003
41.300598,-101.892197
41.300598,-101.892197
41.300598,-101.892197
41.300598,-101.892197
41.300598,-101.892197
41.300598,-101.892197
42.393501,-98.126602
42.393501,-98.126602
42.599998,-98
43.400002,-100.599998
40.0238,-98.5271
42.783333,-100.033333
43.533333,-99.133331
41.099998,-103
41.099998,-103
42.806801,-97.846298
42.806801,-97.846298
43.099998,-98.300003
42.799999,-100.800003
42.599998,-98
39.0821,-99.751297
39.0821,-99.751297
39.0821,-99.751297
36.799999,-100.5
36.799999,-100.5
36.799999,-100.5
29.9,-82.099998
29.549999,-82.51667
29.700001,-82.599998
31.1,-93.099998
31.1,-93.099998
31.1,-93.099998
31.1,-93.099998
31.1,-93.099998
31.1,-93.099998
28.799999,-108
49.200001,-106.199997
45.926109,-111.294724
45.926109,-111.294724
42.700001,-118.699997
42.700001,-118.699997
43.599998,-117.5
43.599998,-117.5
43.599998,-117.5
43.599998,-117.5
38.25,-117.900002
42.200001,-119.5
37.956669,-118.031944
42.200001,-119.5
42.200001,-119.5
43.900002,-110.800003
43.599998,-117.5
41.700001,-119.699997
41.700001,-119.699997
43.599998,-117.5
43.599998,-117.5
43.599998,-117.5
43.599998,-117.5
43.599998,-117.5
43.599998,-117.5
42.200001,-119.5
43.200001,-108.199997
43.200001,-108.199997
43.200001,-107.099998
43.200001,-107.099998
38.25,-117.900002
34.799999,-117
34.799999,-117
34.299999,-119
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
35.299999,-118.5
35.299999,-118.5
35.299999,-118.5
35.299999,-118.5
35.299999,-118.5
35.299999,-118.5
35.299999,-118.5
34.799999,-117
35.299999,-118.5
35.299999,-118.5
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.799999,-117
34.900002,-119.5
35.299999,-118.5
34.799999,-117
35.799999,-110.099998
34.771111,-111.853058
32,-110.199997
32.700001,-109.099998
32.700001,-109.099998
32.694,-109.449997
32.616669,-117
33.900002,-117
33.900002,-117
29.799999,-82.099998
43.599998,-116.800003
43.599998,-116.800003
43.599998,-116.800003
43.599998,-116.800003
43.599998,-116.800003
43.599998,-116.800003
43.599998,-116.800003
43.599998,-116.800003
42.799999,-114.900002
42.818733,-114.943474
42.799999,-114.900002
42.799999,-114.900002
42.799999,-114.900002
42.799999,-114.900002
42.799999,-114.900002
42.799999,-114.900002
43,-115.699997
43,-118
43,-118
37.099998,-100.900002
37.200001,-100.300003
37.5,-98
37.5,-98
37.5,-98
37.5,-98
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.5,-98
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.133331,-100.48333
39.900002,-97.699997
39.900002,-97.699997
39.900002,-97.699997
39.900002,-97.699997
39.900002,-97.699997
39.900002,-97.699997
41.700001,-103.099998
42.700001,-100
42.700001,-100
42,-101
42,-101
37.799999,-114.300003
35.700001,-115.199997
33.700001,-101.099998
33.700001,-101.099998
32.716667,-100.916664
32.716667,-100.916664
32.716667,-100.916664
32.716667,-100.916664
47,-118.5
47,-118.5
46.299999,-119.099998
46.299999,-119.099998
28.9,-108
32.900002,-117.099998
32.900002,-117.099998
32.900002,-117.099998
40.200001,-98.099998
40.200001,-98.099998
40.200001,-98.099998
40.200001,-98.099998
40.200001,-98.099998
41.200001,-96.599998
41.200001,-96.599998
41.200001,-96.599998
36.799999,-100.5
36.799999,-100.5
35,-101.900002
35,-101.900002
35,-101.900002
35,-101.900002
33.799999,-99.699997
37.044701,-100.495201
33.900002,-117
33.900002,-117
33.900002,-117
66.599998,-161.899994
39,-114.099998
34.700001,-87.900002
28.799168,-82.070274
28.799168,-82.070274
36,-93.199997
36,-93.199997
36,-93.199997
36,-93.199997
36,-93.199997
40.299999,-91.099998
40.299999,-91.099998
39.799999,-98.099998
39.799999,-98.099998
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
39.599998,-78.699997
39.599998,-78.699997
39.599998,-78.699997
39.599998,-78.699997
34.5,-101.699997
34.5,-101.699997
34.5,-101.699997
34.5,-101.699997
34.5,-101.699997
34.5,-101.699997
34.5,-101.699997
27.041668,-81.821114
36.700001,-99.900002
36.700001,-99.900002
36.700001,-99.900002
36.700001,-99.900002
38.900002,-99.400002
38.900002,-99.400002
38.900002,-99.400002
38.900002,-99.400002
38.900002,-99.400002
38.900002,-99.400002
38.900002,-99.400002
38.900002,-99.400002
34,-99.800003
34,-99.800003
29.683332,-82.566666
29.683332,-82.566666
39.799999,-98.099998
39.799999,-98.099998
39.799999,-77.199997
39.799999,-77.199997
37.366669,-105.75
37.366669,-105.75
37.366669,-105.75
29,-82.68
29,-82.68
29.011944,-82.668053
29.011944,-82.668053
45.433334,-99.866669
45.433334,-99.866669
38.700001,-98.099998
38.700001,-98.099998
38.299999,-97.599998
38.299999,-97.599998
28.799999,-82.199997
27.700001,-82.5
40.799999,-111.699997
41.799999,-96
41.799999,-96
34.5,-101.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
37.200001,-100.300003
42.5,-112.099998
27.799999,-82.800003
31.700001,-110.800003
31.700001,-110.800003
33.799999,-99.699997
33.799999,-99.699997
33.900002,-117
33.900002,-117
27.9,-81.800003
39.299999,-105.699997
40.200001,-75.300003
29.1,-82.300003
29.1,-82.300003
39,-98.199997
39,-98.199997
42.700001,-102.5
36.5,-107
36.5,-107
36.5,-107
38.299999,-97.599998
33.900002,-117
33.700001,-101.900002
38.700001,-79.300003
38.700001,-79.300003
33.75,-99.5
33.75,-99.5
33.75,-99.5
39.799999,-95
38.400002,-98.099998
38.400002,-98.099998
39,-98.199997
29.799999,-82.099998
29.6,-82.416664
29.6,-82.416664
27.5,-82.5
29.799999,-82.099998
29.799999,-82.099998
29.799999,-82.099998
29.799999,-82.099998
31.983334,-81.066666
31.983334,-81.066666
37.200001,-100.300003
37.200001,-100.300003
29.1,-82.300003
34,-118.199997
68.199997,-140
29.1,-82.300003
40.900002,-111.199997
29.4,-82.599998
29.4,-82.599998
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
6.2167,-5.0333
-24.6,28.6667
-24.6,28.6667
-24.6,28.6667
-24.6,28.6667
-24.6,28.6667
-34.150002,18.866699
-34.150002,18.866699
-27.8458,23.5553
-27.8458,23.5553
-27.8458,23.5553
-27.8458,23.5553
-27.016701,31.983299
-27.016701,31.983299
-27.016701,31.983299
-27.016701,31.983299
-27.016701,31.983299
-27.016701,31.983299
-26.016899,27.7211
-32.976002,18.15
-32.976002,18.15
-32.976002,18.15
0.5,36
3.5917,36.241699
-2.9861,35.344398
-26.016701,27.7208
-14.4022,31.9333
-14.4022,31.9333
-14.4022,31.9333
-28.205601,23.0333
-26,27.75
-26,27.75
-26,27.75
-24.200001,28.950001
-24.200001,28.950001
-24.200001,28.950001
-24.200001,28.950001
-24.200001,28.950001
-24.200001,28.950001
-24.200001,28.950001
-24.200001,28.950001
4.183,36.417
4.183,36.417
3.592,36.242001
5.0797,36.029999
5.0611,36.033298
5.0611,36.033298
5.0611,36.033298
5.0611,36.033298
5.0611,36.033298
5.0611,36.033298
-3.2097,35.1931
-26.016701,27.7208
-1.25,36.25
1.2314,29.823099
1.374,29.823
-24.200001,28.950001
1,30.5
-2.9806,35.3736
-2.9806,35.3736
-2.9861,35.344398
-2.9861,35.344398
-2.9861,35.344398
78.550003,-82.366669
40.052799,-98.960602
32.616669,-117
30,20
51.366669,19.383333
51.366669,19.383333
51.366669,19.383333
51.366669,19.383333
41.125,23.475
33.583332,-7.65
33.583332,-7.65
40.616669,-0.966667
40.355831,-1.089167
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
43.529167,0.6125
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
41.150002,23.475
41.183334,23.416668
41.166668,23.5
41.166668,23.5
41.166668,23.5
41.166668,23.5
41.166668,23.5
41.166668,23.5
41.166668,23.5
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
50.866669,20.633333
50.866669,20.633333
50.866669,20.633333
50.866669,20.633333
52.349998,22.15
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
50.566666,19.533333
50.566666,19.533333
51,18.867001
51.099998,18.917
50.75,19.267
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
46.966667,22.033333
38.349998,69.966667
35.133331,36.75
50.700001,40
50.566666,19.533333
50.566666,19.533333
50.483334,5.6
50.483334,5.6
38.200001,-1.05
38.200001,-1.05
50.75,19.267
50.75,19.267
52.349998,22.15
52.349998,22.15
51,19
51,19
51,18.867001
51,18.867001
50.866669,20.633333
50.866669,20.633333
50.917,19.033001
50.917,19.033001
49.233334,19.9
52.366669,19.75
47.883331,10.616667
33.583332,-7.583333
33.583332,-7.583333
33.583332,-7.583333
37.416668,31.85
37.416668,31.85
39.933334,32.866669
39.933334,32.866669
39.933334,32.866669
44,78
50.566666,19.533333
52.349998,22.15
36.083302,27.799999
36.083302,27.799999
36.083302,27.799999
36.083302,27.799999
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
50.75,19.267
50.75,19.267
52.349998,22.15
52.349998,22.15
51,18.867001
51,18.867001
51,19
52.366669,19.75
50.917,19.033001
51.099998,18.917
51.099998,18.917
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
52.349998,22.15
52.349998,22.15
52.349998,22.15
51,18.867001
51,18.867001
51,18.867001
51,19
51,19
51,18.867001
50.866669,20.633333
51.099998,18.917
55.366669,19.75
52.366669,19.75
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
40.566666,23.466667
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
52.349998,22.15
51,18.867001
51,18.867001
51,19
55.366669,19.75
50.866669,20.633333
50.566666,19.533333
50.566666,19.533333
50.566666,19.533333
50.083,19.917
50.566666,19.533333
51.099998,18.917
51.099998,18.917
52.349998,22.15
52.349998,22.15
52.349998,22.15
52.349998,22.15
51,18.867001
51,18.867001
51,18.867001
51,18.867001
51,18.867001
51,18.867001
51,18.867001
51,19
51,19
51,19
50.75,19.267
55.366669,19.75
55.366669,19.75
55.366669,19.75
55.366669,19.75
50.866669,20.633333
50.866669,20.633333
50.866669,20.633333
51,18.867001
50.917,19.033001
50.917,19.033001
52.366669,19.75
52.366669,19.75
52.366669,19.75
52.366669,19.75
52.366669,19.75
51.099998,18.917
51.099998,18.917
51.099998,18.917
50.75,19.267
50.75,19.267
50.75,19.267
50.75,19.267
49.233334,19.9
49.233334,19.9
49.233334,19.9
49.233334,19.9
49.233334,19.9
49.233334,19.9
49.233334,19.9
49.233334,19.9
51,16
37.766666,-3.016667
37.766666,-3.016667
37.766666,-3.016667
37.766666,-3.016667
42.352501,-3.518889
42.352501,-3.518889
42.352501,-3.518889
42.352501,-3.518889
42.352501,-3.518889
42.352501,-3.518889
42.352501,-3.518889
42.352501,-3.518889
37.616669,-0.866667
42.352501,-3.518889
42.352501,-3.518889
37.583332,-2.566667
37.583332,-2.566667
37.583332,-2.566667
37.349998,-3.3
37.349998,-3.3
37.349998,-3.3
37.349998,-3.3
37.349998,-3.3
37.349998,-3.3
37.349998,-3.3
37.349998,-3.3
37.416668,-3.25
48.083332,20.5
48.083332,20.5
48.083332,20.5
48.083332,20.5
48.183334,21.383333
43.133331,0.383333
43.133331,0.383333
43.133331,0.383333
43.133331,0.383333
43.133331,0.383333
37.549999,-2.833333
37.816666,-2.533333
40.516666,21.683332
37.816666,-2.533333
37.583332,-3.233333
45.900002,18.216667
45.900002,18.216667
45.900002,18.216667
45.900002,18.216667
45.900002,18.216667
45.900002,18.216667
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
33.77,-4.63
34,-3.4
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
47.733334,18.333332
47.733334,18.333332
45.833332,18.4
45.833332,18.4
45.833332,18.4
45.833332,18.4
45.833332,18.4
45.833332,18.4
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
45.833332,18.4
45.833332,18.4
45.833332,18.4
45.833332,18.4
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
45.866669,18.450001
48.049999,20.533333
48.049999,20.533333
48.049999,20.533333
48.049999,20.533333
45.866669,18.450001
45.866669,18.450001
48.216667,20.433332
48.216667,20.433332
48.216667,20.433332
49.616669,8.2
49.616669,8.2
49.616669,8.2
49.616669,8.2
49.616669,8.2
49.616669,8.2
49.400002,16.799999
49.400002,16.799999
44.416668,24.366667
44.416668,24.183332
50.466667,7.466667
50.466667,7.466667
50.466667,7.466667
51.400002,11.316667
51.400002,11.316667
51.400002,11.316667
51.266666,13
49.933334,14.083333
49.933334,14.083333
49.933334,14.083333
50.183334,14.583333
50.183334,14.583333
50.183334,14.583333
50.183334,14.583333
50.183334,14.583333
40.797779,-4.372222
40.797779,-4.372222
45.84639,18.392221
45.84639,18.392221
45.84639,18.392221
45.84639,18.392221
37.183334,-3.6
37.183334,-3.6
43.783333,5.45
43.016666,3.033333
43.016666,3.033333
43.866669,5.516667
38.183334,-1.116667
39.299999,-8.683333
34.200001,-84.800003
34.200001,-84.800003
34.200001,-84.800003
51.950001,110.616669
48.083332,16.283333
48.083332,16.283333
48.083332,16.283333
48.083332,16.283333
48.083332,16.283333
48.083332,16.283333
32.929169,71.655556
32.716667,35.049999
32.716667,35.049999
32.716667,35.049999
32.716667,35.049999
32.716667,35.049999
39.776669,30.520555
