lat,lng
43.305279,21.2225
43.305279,21.2225
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
48.516666,20.75
44.75,23.916668
45.849998,25.783333
22.766666,111.566666
45.833332,25.549999
45.833332,25.549999
45.833332,25.549999
46.416668,23.866667
51.033333,106.650002
51.033333,106.650002
51.033333,106.650002
51.033333,106.650002
41.099998,-2.3
39.16111,-1.794444
38.349998,69.966667
47.236389,39.71389
41.900002,-1.683333
41.599998,-2.833333
41.423332,-0.295
37.116669,-7.983333
37.116669,-7.983333
41.783333,15.45
41.783333,15.45
41.783333,15.45
41.783333,15.45
41.783333,15.45
41.783333,15.45
41.783333,15.45
41.783333,15.45
41.783333,15.45
41.783333,15.45
48.299999,19.763056
48.299999,19.763056
48.299999,19.763056
46.75222,33.419998
47.413612,34.122501
47.400002,34.216667
39.150002,-1.666667
39.150002,-1.666667
39.150002,-1.666667
39.150002,-1.666667
39.150002,-1.666667
39.216667,-1.516667
39.333332,-1.3
31.869167,-8.874444
31.869167,-8.874444
43,12.25
34.516666,69.183334
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
40.083332,114.199997
33.450001,118.199997
45.650002,0.15
45.650002,0.15
45.650002,0.15
45.650002,0.15
45.650002,0.15
45.650002,0.15
45.650002,0.15
45.650002,0.15
45.650002,0.15
45.616669,11.033333
45.616669,11.033333
45.616669,11.033333
45.616669,11.033333
45.616669,11.033333
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.416668,11.25
45.616669,11.033333
45.516666,10.833333
45.516666,10.833333
45.549999,11.55
45.616669,11.333333
45.616669,11.333333
45.450001,11.566667
45.450001,11.566667
45.450001,11.566667
45.450001,11.566667
45.433334,11.566667
45.433334,11.566667
45.5,11.533333
45.5,11.533333
45.5,11.533333
45.5,11.533333
45.549999,11.55
45.549999,11.55
45.349998,11.5
45.349998,11.5
45.333332,11.433333
45.333332,11.433333
45.736389,13.748611
45.736389,13.748611
45.736389,13.748611
45.775833,13.646944
45.773056,13.601667
45.773056,13.601667
45.773056,13.601667
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
25.016666,102.066666
48.441666,11.116667
48.470001,10.55
48.416668,11.099722
48.450001,11.783333
48.716667,12.016667
47.266666,8.849722
47.25,8.766667
47.25,8.766667
47.266666,8.85
47.366669,8.983333
47.366669,8.983333
47.266666,8.85
47.283054,8.916667
47.233055,8.75
47.233055,8.75
47.25,8.766667
47.283054,8.916667
47.333057,8.916667
47.383057,8.916667
47.366669,8.983333
47.383057,8.916667
47.383331,8.533333
47.433056,8.849722
47.450001,8.933056
47.299442,9.086944
50.900002,6.45
39.416668,-0.433333
43.686111,5.395
43.686111,5.395
43.686111,5.395
43.686111,5.395
43.450001,3.683333
43.450001,3.683333
47.316666,5.033333
47.316666,5.033333
47.316666,5.033333
42.800556,11.251944
40.273335,9.404167
44.913055,8.032778
44.913055,8.032778
44.913055,8.032778
44.913055,8.032778
44.913055,8.032778
44.913055,8.032778
47.450558,7.940556
40.248333,16.271944
40.248333,16.271944
52.940556,1.246667
52.940556,1.246667
52.940556,1.246667
52.940556,1.246667
52.940556,1.246667
51.672501,-1.284167
51.672501,-1.284167
51.672501,-1.284167
51.672501,-1.284167
51.672501,-1.284167
51.672501,-1.284167
51.672501,-1.284167
50.483334,7.45
50.483334,7.45
50.483334,7.45
50.483334,7.45
51.915833,1.2225
51.915833,1.2225
51.915833,1.2225
50.466667,7.466667
50.466667,7.466667
50.066666,8.266667
50.066666,8.266667
50.066666,8.266667
49.349998,9.133333
49.349998,9.133333
49.349998,9.133333
48.983334,9.166667
48.983334,9.166667
48.983334,9.166667
48.983334,9.166667
48.983334,9.166667
48.366669,9.2
48.366669,9.2
48.366669,9.2
48.366669,9.2
48.366669,9.2
51.916668,10.483333
51.916668,10.483333
51.916668,10.483333
51.916668,10.483333
48.139999,16.934723
48.139999,16.934723
48.139999,16.934723
48.139999,16.934723
48.139999,16.934723
48.533333,9.516667
48.533333,9.516667
48.966667,11.183333
48.966667,11.183333
48.966667,11.183333
48.966667,11.183333
38.200558,13.326111
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
40.380833,9.693889
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
45.571667,10.811944
43.318611,11.330556
43.318611,11.330556
47.641666,9.066667
47.641666,9.066667
36.419724,-82.476669
36.183334,-86.783333
36.183334,-86.783333
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
37.616669,-91.833336
35.233334,-114.366669
28.716667,-81.449997
48.177776,13.610556
48.059723,16.270832
47.958332,16.876944
48.057499,16.270279
48.0075,16.583055
48.604721,16.671389
48.177776,13.610556
48.059723,16.270832
48.057499,16.270279
48.177776,13.610556
48.059723,16.270832
48.057499,16.270279
48.177776,13.610556
48.059723,16.270832
48.057499,16.270279
48.0075,16.583055
29.683332,-109.650002
48.991112,11.209444
48.995277,11.201389
48.991112,11.209444
48.991112,11.209444
48.991112,11.209444
48.995277,11.201389
48.991112,11.209444
48.991112,11.209444
48.991112,11.209444
48.993889,11.200833
48.994167,11.200556
48.991112,11.209444
48.995277,11.201389
48.991112,11.209444
48.991112,11.209444
48.991112,11.209444
48.995277,11.201389
47.147778,16.344168
47.147778,16.344168
47.147778,16.344168
36.333332,28.108334
36.333332,28.108334
39.327499,37.147778
42.25,13.916667
-14.433333,28.450001
-14.433333,28.450001
-14.433333,28.450001
-14.433333,28.450001
-14.433333,28.450001
-14.433333,28.450001
-14.433333,28.450001
-15.516667,28.183332
-15.516667,28.183332
-15.516667,28.183332
-15.516667,28.183332
-15.516667,28.183332
31.089722,118.096107
31.089722,118.096107
31.089722,118.096107
31.089722,118.096107
31.089722,118.096107
31.089722,118.096107
44.116669,4.283333
44.116669,4.283333
44.116669,4.283333
44.116669,4.283333
44.116669,4.283333
42.048611,3.225
42.048611,3.225
43.461109,3.685
43.461109,3.685
43.461109,3.685
43.461109,3.685
41.099998,-2.3
43.383331,3.666667
43.833332,4.35
42.683334,2.883333
42.683334,2.883333
42.666668,2.9
42.616669,2.783333
43.650002,3.966667
40.683334,-0.783333
41.166668,23.5
38.080002,30.200001
38.080002,30.200001
38.080002,30.200001
41,34
41,34
41,34
37.760277,28.307777
37.760277,28.307777
37.311111,28.045555
39.812778,30.178612
39.812778,30.178612
37.311111,28.045555
38.400002,30.1
38.400002,30.1
37.331112,27.794443
37.331112,27.794443
40.294724,33.486668
40.294724,33.486668
38.866669,30
39.973888,28.303612
39.666668,2.566667
39.556667,3.308889
48.484444,10.098333
44.016666,0.45
48.076389,1.856944
42.665001,9.298056
38.616669,28.766666
40.140556,25.433332
40.140556,25.433332
48.200001,17.016666
48.201401,17.977671
42.833332,-103
41.700001,-103.666664
41.700001,-103.666664
42.488899,-102.960701
42.200001,-103.099998
42.374001,-103.317703
42.150002,-103.699997
36,-116.25
36,-116.25
43.049999,-82.616669
48.325832,9.803889
48.484444,10.098333
48.484444,10.098333
41.200001,-1.5
41.200001,-1.5
41.200001,-1.5
41.200001,-1.5
41.200001,-1.5
30.674999,76.89167
30.505556,77.262222
30.505556,77.262222
30.505556,77.262222
30.516666,77.291664
27,-104.800003
27,-104.800003
22.4,-98
22.4,-98
7.1,-73.199997
46.966667,22.033333
40.5,23
36.799999,-100.683334
36.783333,-100.699997
63.073055,-139.312775
62.766666,-137.383331
31.183332,-104.199997
31.183332,-104.199997
31.183332,-104.199997
31.183332,-104.199997
50.416668,-126.98333
48.424999,9.904167
48.424999,9.904167
48.424999,9.904167
47.050835,18.626944
41.891388,113.992226
41.891388,113.992226
41.891388,113.992226
41.891388,113.992226
41.891388,113.992226
41.891388,113.992226
41.891388,113.992226
48.393055,20.637501
48.393055,20.637501
48.393055,20.637501
45.414722,101.262222
45.49361,101.20472
45.384167,101.512222
48.426388,9.920833
29.416668,-82.216667
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
40,114
32.366669,-104.449997
31.566668,-108.400002
48.426388,9.920833
48.419167,9.934722
48.419167,9.934722
48.419167,9.934722
48.909443,11.163889
48.909443,11.163889
48.909443,11.163889
48.909443,11.163889
48.596668,9.913333
48.596668,9.913333
48.596668,9.913333
48.596668,9.913333
48.596668,9.913333
48.976391,11.197222
48.976391,11.197222
48.976391,11.197222
48.976391,11.197222
48.976391,11.197222
48.976391,11.197222
48.976391,11.197222
48.883331,11.166667
48.883331,11.166667
48.883331,11.166667
48.883331,11.166667
48.883331,11.166667
48.883331,11.166667
49.768612,8.269722
52.940556,1.246667
52.940556,1.246667
52.349998,22.15
52.349998,22.15
29.031111,69.146667
51.643333,0.796667
51.643333,0.796667
41.200001,0.5
34.150002,109.333336
34.150002,109.333336
34.150002,109.333336
37.25,-3.25
37.25,-3.25
38.458332,-79.898888
38.458332,-79.898888
-32.960178,18.109268
-32.960178,18.109268
-32.960178,18.109268
40.390556,-2.597778
35.616669,-86.849998
35.616669,-86.849998
35.616669,-86.849998
34.719723,-87.767776
34.719723,-87.767776
50.276943,9.795278
50.276943,9.795278
-19.516111,18.252777
